date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_vt.us
2008-07-01,-0.023868898238525005,-0.027868898238525005,1.0,2,True,0.004,0.996,0.0,0.0,1.0
2008-08-01,-0.04020881928246145,-0.04020881928246145,0.0,0,False,0.0,0.9722265773544294,-0.023868898238524672,0.0,1.0
2008-09-01,-0.07869177291472029,-0.07869177291472029,0.0,0,False,0.0,0.9599816580236897,-0.03616299395211875,0.0,1.0
2008-10-01,-0.20232719162260038,-0.20232719162260038,0.0,0,False,0.0,0.8844389993881926,-0.11200903675884277,0.0,1.0
2008-11-01,-0.14513638703036547,-0.14513638703036547,0.0,0,False,0.0,0.7051217168270797,-0.2920464690491168,0.0,1.0
2008-12-01,0.17193382874909013,0.17193382874909013,0.0,0,False,0.0,0.6027828984301484,-0.3947962867167184,0.0,1.0
2009-01-01,-0.13343326611511952,-0.13343326611511952,0.0,0,False,0.0,0.687905461175833,-0.3093318662893243,0.0,1.0
2009-02-01,-0.14004344421488524,-0.14004344421488524,0.0,0,False,0.0,0.5971260553110012,-0.4004758480813241,0.0,1.0
2009-03-01,0.17122984638495353,0.17122984638495353,0.0,0,False,0.0,0.5411533302264818,-0.4566733632264238,0.0,1.0
2009-04-01,0.11035024992752529,0.11035024992752529,0.0,0,False,0.0,0.6338149318318683,-0.36363962667483096,0.0,1.0
2009-05-01,0.12546036417723871,0.12546036417723871,0.0,0,False,0.0,0.7037565679673127,-0.29341710043442504,0.0,1.0
2009-06-01,-0.028445997244326837,-0.028445997244326837,0.0,0,False,0.0,0.7920501232766155,-0.20476895253351857,0.0,1.0
2009-07-01,0.10529609892515124,0.10529609892515124,0.0,0,False,0.0,0.7695194676525203,-0.2273900927183531,0.0,1.0
2009-08-01,-0.01682399612458918,-0.01682399612458918,0.0,0,False,0.0,0.832634813464193,-0.16402127162229618,0.0,1.0
2009-09-01,0.04800982768263773,0.04800982768263773,0.0,0,False,0.0,0.8186265685892734,-0.17808577450876162,0.0,1.0
2009-10-01,0.007163346537609971,0.007163346537609971,0.0,0,False,0.0,0.8579286890836733,-0.13862581417301878,0.0,1.0
2009-11-01,0.0685092666187248,0.0685092666187248,0.0,0,False,0.0,0.8584901090144579,-0.13806213954371693,0.0,1.0
2009-12-01,0.0026005614378952213,0.0026005614378952213,0.0,0,False,0.0,0.9173046367824681,-0.07901140885294367,0.0,1.0
2010-01-01,-0.0539784604332646,-0.0539784604332646,0.0,0,False,0.0,0.8985752924350016,-0.09781597145080168,0.0,1.0
2010-02-01,0.00931158969251844,0.00931158969251844,0.0,0,False,0.0,0.8500715815659898,-0.14651447633936765,0.0,1.0
2010-03-01,0.07026875354596807,0.07026875354596807,0.0,0,False,0.0,0.8579870993428027,-0.1385671693345354,0.0,1.0
2010-04-01,-0.007461805065384408,-0.007461805065384408,0.0,0,False,0.0,0.918276783372142,-0.07803535806009831,0.0,1.0
2010-05-01,-0.11811524160331588,-0.11811524160331588,0.0,0,False,0.0,0.9030171889414418,-0.09335623600256848,0.0,1.0
2010-06-01,-0.013172316412074392,-0.013172316412074392,0.0,0,False,0.0,0.7963570954976759,-0.2004446832352652,0.0,1.0
2010-07-01,0.11873909751615153,0.11873909751615153,0.0,0,False,0.0,0.7858672278587797,-0.21097667885664684,0.0,1.0
2010-08-01,-0.03544841197673343,-0.03544841197673343,0.0,0,False,0.0,0.8557289075638003,-0.14083443015682706,0.0,1.0
2010-09-01,0.07510655988526471,0.07510655988526471,0.0,0,False,0.0,0.8253946767080785,-0.17129048523285284,0.0,1.0
2010-10-01,0.02879600719900166,0.02879600719900166,0.0,0,False,0.0,0.8873872314232322,-0.10904896443450585,0.0,1.0
2010-11-01,-0.0008774822407654481,-0.0008774822407654481,0.0,0,False,0.0,0.912940440527598,-0.08339313200040355,0.0,1.0
2010-12-01,0.03890604372244977,0.03890604372244977,0.0,0,False,0.0,0.9121393515041586,-0.08419743824883674,0.0,1.0
2011-01-01,0.024458994502447373,0.024458994502447373,0.0,0,False,0.0,0.9393457634339667,-0.056881763620515335,0.0,1.0
2011-02-01,-0.0038420805049892426,-0.0038420805049892426,0.0,0,False,0.0,0.9623212162976952,-0.0338140398617518,0.0,1.0
2011-03-01,0.021350125705361434,0.021350125705361434,0.0,0,False,0.0,0.9586239007130201,-0.03752620410339347,0.0,1.0
2011-04-01,0.032028598438863964,0.032028598438863964,0.0,0,False,0.0,0.9790906414974065,-0.01697726757288498,0.0,1.0
2011-05-01,-0.04048764372275082,-0.04048764372275082,0.0,0,False,0.0,1.0134008197034834,0.0,0.0,1.0
2011-06-01,0.019268239878761584,0.019268239878761584,0.0,0,False,0.0,0.9723706083669852,-0.04048764372275071,0.0,1.0
2011-07-01,-0.039714507989476955,-0.039714507989476955,0.0,0,False,0.0,0.9911064785000577,-0.021999529475364876,0.0,1.0
2011-08-01,-0.07215286013138089,-0.07215286013138089,0.0,0,False,0.0,0.9517451723412447,-0.06084033697572777,0.0,1.0
2011-09-01,-0.12329609099003358,-0.12329609099003358,0.0,0,False,0.0,0.8830740360405899,-0.12860339278295296,0.0,1.0
2011-10-01,0.10817646326521246,0.10817646326521246,0.0,0,False,0.0,0.793998124429177,-0.21650139905995203,0.0,1.0
2011-11-01,0.012499187020711844,0.012499187020711844,0.0,0,False,0.0,0.879890033369138,-0.13174529143701508,0.0,1.0
2011-12-01,0.012803293526818305,0.012803293526818305,0.0,0,False,0.0,0.8908879434538791,-0.12089281345307279,0.0,1.0
2012-01-01,0.04957693693693699,0.04957693693693699,0.0,0,False,0.0,0.8857063358642849,-0.1260059014719973,0.0,1.0
2012-02-01,0.04335131512448087,0.04335131512448087,0.0,0,False,0.0,0.9296169430220743,-0.08267595116601922,0.0,1.0
2012-03-01,0.01242316146950806,0.01242316146950806,0.0,0,False,0.0,0.9699170600640807,-0.04290874725375282,0.0,1.0
2012-04-01,-0.016964225350647677,-0.016964225350647677,0.0,0,False,0.0,0.9719214693574966,-0.04093084349203857,0.0,1.0
2012-05-01,-0.11456156593043254,-0.11456156593043254,0.0,0,False,0.0,0.9554335745281833,-0.05720070878989525,0.0,1.0
2012-06-01,0.07982912110892038,0.07982912110892038,0.0,0,False,0.0,0.8459776080877243,-0.16520927194902646,0.0,1.0
2012-07-01,0.00046201260436773417,0.00046201260436773417,0.0,0,False,0.0,0.9101651545124483,-0.10187051676279624,0.0,1.0
2012-08-01,0.026720755249164174,0.026720755249164174,0.0,0,False,0.0,0.9105856622858894,-0.10145556962118618,0.0,1.0
2012-09-01,0.03751494780388498,0.03751494780388498,0.0,0,False,0.0,0.9359546192764251,-0.0764220818863347,0.0,1.0
2012-10-01,0.003616106079367354,0.003616106079367354,0.0,0,False,0.0,0.9710669079653851,-0.04177410449547991,0.0,1.0
2012-11-01,-0.0020795935998177972,-0.0020795935998177972,0.0,0,False,0.0,0.9745783889147512,-0.0383090580093387,0.0,1.0
2012-12-01,0.04449858738757406,0.04449858738757406,0.0,0,False,0.0,0.975097674683286,-0.037796639074561544,0.0,1.0
2013-01-01,0.027311664656631374,0.027311664656631374,0.0,0,False,0.0,0.9966412649971718,-0.016537932849921555,0.0,1.0
2013-02-01,-0.009667040272087979,-0.009667040272087979,0.0,0,False,0.0,1.023861197009735,0.0,0.0,1.0
2013-03-01,0.012081018191042459,0.012081018191042459,0.0,0,False,0.0,1.0139634895852137,-0.012381902187790894,0.0,1.0
2013-04-01,0.02563052044296099,0.02563052044296099,0.0,0,False,0.0,1.0262132009479457,-0.012743551491704475,0.0,1.0
2013-05-01,0.010301478017717303,0.010301478017717303,0.0,0,False,0.0,1.0525155793736785,-0.009652842096444791,0.0,1.0
2013-06-01,-0.02457239611679385,-0.02457239611679385,0.0,0,False,0.0,1.0567595738615545,-0.03639188765580481,0.0,1.0
2013-07-01,0.056746838853665826,0.056746838853665826,0.0,0,False,0.0,1.030792459012414,-0.06007004789368242,0.0,1.0
2013-08-01,-0.028556729875357734,-0.028556729875357734,0.0,0,False,0.0,1.0892866725755652,-0.00673199436777161,0.0,1.0
2013-09-01,0.05466492618434882,0.05466492618434882,0.0,0,False,0.0,1.0485872447680014,-0.04384384059389668,0.0,1.0
2013-10-01,0.028365857902027614,0.028365857902027614,0.0,0,False,0.0,1.105908189101095,-0.014393377006194585,0.0,1.0
2013-11-01,0.009054560795979105,0.009054560795979105,0.0,0,False,0.0,1.1372782236458254,-0.009610204505830389,0.0,1.0
2013-12-01,0.01371889425372741,0.01371889425372741,0.0,0,False,0.0,1.1553890603596926,0.0,0.0,1.0
2014-01-01,-0.049351078952933,-0.049351078952933,0.0,0,False,0.0,1.1530269275565794,-0.02621268452889025,0.0,1.0
2014-02-01,0.058956057145751695,0.058956057145751695,0.0,0,False,0.0,1.1184075619518261,-0.05545042242544196,0.0,1.0
2014-03-01,0.026195987413614175,0.026195987413614175,0.0,0,False,0.0,1.200558978843561,0.0,0.0,1.0
2014-04-01,0.001990138478780379,0.001990138478780379,0.0,0,False,0.0,1.2320088067426482,0.0,0.0,1.0
2014-05-01,0.022359758502472626,0.022359758502472626,0.0,0,False,0.0,1.2344606748751434,0.0,0.0,1.0
2014-06-01,0.026781015688369214,0.026781015688369214,0.0,0,False,0.0,1.257214111017124,-0.002098746103249005,0.0,1.0
2014-07-01,-0.029163383152828404,-0.029163383152828404,0.0,0,False,0.0,1.2908835818479127,0.0,0.0,1.0
2014-08-01,0.03163706583629544,0.03163706583629544,0.0,0,False,0.0,1.2532370493447866,-0.03427477316896477,0.0,1.0
2014-09-01,-0.04921779412556848,-0.04921779412556848,0.0,0,False,0.0,1.290883581847913,-0.005264933282734696,0.0,1.0
2014-10-01,0.02100042895181975,0.02100042895181975,0.0,0,False,0.0,1.2273491394764455,-0.05422359900590901,0.0,1.0
2014-11-01,0.008727584040649328,0.008727584040649328,0.0,0,False,0.0,1.2576760082319316,-0.030854179610529053,0.0,1.0
2014-12-01,-0.015145055804294927,-0.015145055804294927,0.0,0,False,0.0,1.268652481289685,-0.02239587801543519,0.0,1.0
2015-01-01,-0.0004907221594966371,-0.0004907221594966371,0.0,0,False,0.0,1.2338317313793556,-0.04922821322541049,0.0,1.0
2015-02-01,0.04927792502235273,0.04927792502235273,0.0,0,False,0.0,1.217070589212172,-0.06214409201291782,0.0,1.0
2015-03-01,-0.01494635252317178,-0.01494635252317178,0.0,0,False,0.0,1.2725880670729968,-0.019363176041543806,0.0,1.0
2015-04-01,0.035061567247035574,0.035061567247035574,0.0,0,False,0.0,1.2535675172057414,-0.034020119709630925,0.0,1.0
2015-05-01,-0.0066244191274272834,-0.0066244191274272834,0.0,0,False,0.0,1.2975195590089497,-0.006652620187273972,0.0,1.0
2015-06-01,-0.016965385655479115,-0.016965385655479115,0.0,0,False,0.0,1.2889242456240393,-0.0181781305602422,0.0,1.0
2015-07-01,-0.0045179974859685945,-0.0045179974859685945,0.0,0,False,0.0,1.2670571487163302,-0.034835117220270995,0.0,1.0
2015-08-01,-0.09169693934142764,-0.09169693934142764,0.0,0,False,0.0,1.266674704471099,-0.03512643932479664,0.0,1.0
2015-09-01,-0.0017409161782664384,-0.0017409161782664384,0.0,0,False,0.0,1.1505245109298925,-0.12360239169017762,0.0,1.0
2015-10-01,0.08177950856102778,0.08177950856102778,0.0,0,False,0.0,1.1485215441953225,-0.1251281264650782,0.0,1.0
2015-11-01,-0.00284076458043947,-0.00284076458043947,0.0,0,False,0.0,1.2268997716097316,-0.06542449529773042,0.0,1.0
2015-12-01,-0.048365830975635626,-0.048365830975635626,0.0,0,False,0.0,1.2234144381947931,-0.0680794042892352,0.0,1.0
2016-01-01,-0.04132141097299735,-0.04132141097299735,0.0,0,False,0.0,1.18411562368421,-0.09801478308325118,0.0,1.0
2016-02-01,0.012490725507274592,0.012490725507274592,0.0,0,False,0.0,1.1351862953584078,-0.1352860849230363,0.0,1.0
2016-03-01,0.05136227598965992,0.05136227598965992,0.0,0,False,0.0,1.1493655957733484,-0.12448518076749016,0.0,1.0
2016-04-01,0.018984835567120717,0.018984835567120717,0.0,0,False,0.0,1.2083996287164793,-0.07951674698903255,0.0,1.0
2016-05-01,0.0013045952285122286,0.0013045952285122286,0.0,0,False,0.0,1.2227449402244337,-0.06858938596665032,0.0,1.0
2016-06-01,0.0008355955796597314,0.0008355955796597314,0.0,0,False,0.0,1.224340127439138,-0.06737427212379687,0.0,1.0
2016-07-01,0.03285580600295579,0.03285580600295579,0.0,0,False,0.0,1.2253631806376264,-0.06659497418810634,0.0,1.0
2016-08-01,0.01076700290006083,0.01076700290006083,0.0,0,False,0.0,1.2656234755838212,-0.03592719973784675,0.0,1.0
2016-09-01,0.0026967152378625237,0.0026967152378625237,0.0,0,False,0.0,1.2792504472158168,-0.02554702510155471,0.0,1.0
2016-10-01,-0.024065303098457447,-0.024065303098457447,0.0,0,False,0.0,1.2847681464569525,-0.021343986946030458,0.0,1.0
2016-11-01,0.013507782225501641,0.013507782225501641,0.0,0,False,0.0,1.2538498116012222,-0.044895640529302394,0.0,1.0
2016-12-01,0.03107898437738843,0.03107898437738843,0.0,0,False,0.0,1.2707865417998176,-0.03199429883894511,0.0,1.0
2017-01-01,0.023085233937906846,0.023085233937906846,0.0,0,False,0.0,1.2871273256481908,-0.025623333816453653,0.0,1.0
2017-02-01,0.03802806186216867,0.03802806186216867,0.0,0,False,0.0,1.3168409610686518,-0.007286223427402261,0.0,1.0
2017-03-01,0.001539105852790268,0.001539105852790268,0.0,0,False,0.0,1.3669178705988076,0.0,0.0,1.0
2017-04-01,0.019350387321366957,0.019350387321366957,0.0,0,False,0.0,1.3702620559451582,-0.0033536029979439608,0.0,1.0
2017-05-01,0.024847533877562222,0.024847533877562222,0.0,0,False,0.0,1.3967771574594705,-0.00014868363710929255,0.0,1.0
2017-06-01,0.0006070865682097359,0.0006070865682097359,0.0,0,False,0.0,1.4314836251988496,0.0,0.0,1.0
2017-07-01,0.029250819653003912,0.029250819653003912,0.0,0,False,0.0,1.4299866894299431,-0.0076214713416107305,0.0,1.0
2017-08-01,0.002890697621692695,0.002890697621692695,0.0,0,False,0.0,1.4718149721886538,0.0,0.0,1.0
2017-09-01,0.020213698745161768,0.020213698745161768,0.0,0,False,0.0,1.4760695442283314,0.0,0.0,1.0
2017-10-01,0.021054097730139665,0.021054097730139665,0.0,0,False,0.0,1.5025622995342225,0.0,0.0,1.0
2017-11-01,0.01450621063613089,0.01450621063613089,0.0,0,False,0.0,1.5341973930342387,0.0,0.0,1.0
2017-12-01,0.027054324092650406,0.027054324092650406,0.0,0,False,0.0,1.5564527835749968,-0.002155898608728668,0.0,1.0
2018-01-01,0.04487872805418891,0.04487872805418891,0.0,0,False,0.0,1.5281294891672348,-0.037247583233517956,0.0,1.0
2018-02-01,-0.055102066968233054,-0.055102066968233054,0.0,0,False,0.0,1.596709996943158,-0.018265306122449143,0.0,1.0
2018-03-01,-0.02067859796001703,-0.02067859796001703,0.0,0,False,0.0,1.5087279757627488,-0.07236091696952784,0.0,1.0
2018-04-01,0.023969472696219407,0.023969472696219407,0.0,0,False,0.0,1.5074116556009025,-0.0731702544031313,0.0,1.0
2018-05-01,0.01596422474935677,0.01596422474935677,0.0,0,False,0.0,1.5435435181217911,-0.050954634122003184,0.0,1.0
2018-06-01,-0.01897762500887412,-0.01897762500887412,0.0,0,False,0.0,1.5681849937555001,-0.03580386060379137,0.0,1.0
2018-07-01,0.028722366538465494,0.028722366538465494,0.0,0,False,0.0,1.5438844722744787,-0.050744998983903056,0.0,1.0
2018-08-01,0.005863714438132828,0.005863714438132828,0.0,0,False,0.0,1.5882284879801913,-0.0234801489062475,0.0,1.0
2018-09-01,0.010263239564467952,0.010263239564467952,0.0,0,False,0.0,1.6076131377517093,-0.011561526710734182,0.0,1.0
2018-10-01,-0.06664916776876084,-0.06664916776876084,0.0,0,False,0.0,1.6241124565114404,-0.004829621294539677,0.0,1.0
2018-11-01,0.015231069713395717,0.015231069713395717,0.0,0,False,0.0,1.5158667129220755,-0.07115689882338094,0.0,1.0
2018-12-01,-0.0859561566525271,-0.0859561566525271,0.0,0,False,0.0,1.518230116191321,-0.06970873006076905,0.0,1.0
2019-01-01,0.08139759485534825,0.08139759485534825,0.0,0,False,0.0,1.389455042160034,-0.14861529756953007,0.0,1.0
2019-02-01,0.03320147391015826,0.03320147391015826,0.0,0,False,0.0,1.5025533407514964,-0.07931463049505394,0.0,1.0
2019-03-01,0.018420515327329134,0.018420515327329134,0.0,0,False,0.0,1.5524403262930782,-0.048746519219971196,0.0,1.0
2019-04-01,0.015002538958748923,0.015002538958748923,0.0,0,False,0.0,1.5810370771183235,-0.031223939897087494,0.0,1.0
2019-05-01,-0.052119151733772684,-0.052119151733772684,0.0,0,False,0.0,1.6047566474630182,-0.016689839313089982,0.0,1.0
2019-06-01,0.07123398934980907,0.07123398934980907,0.0,0,False,0.0,1.518778989095951,-0.06937240971905134,0.0,1.0
2019-07-01,-0.016493299597038824,-0.016493299597038824,0.0,0,False,0.0,1.626967675429926,-0.003080093864339717,0.0,1.0
2019-08-01,-0.018339180273434508,-0.018339180273434508,0.0,0,False,0.0,1.6001336101243635,-0.02574770456386677,0.0,1.0
2019-09-01,0.01708024065873781,0.01708024065873781,0.0,0,False,0.0,1.5790840230837042,-0.038563889639031346,0.0,1.0
2019-10-01,0.04932032545717702,0.04932032545717702,0.0,0,False,0.0,1.606055158218341,-0.022681312718069058,0.0,1.0
2019-11-01,0.008368587137758565,0.008368587137758565,0.0,0,False,0.0,1.6852663213238481,0.0,0.0,1.0
2019-12-01,0.052443209071789676,0.052443209071789676,0.0,0,False,0.0,1.7115105780964102,-0.006190819086763333,0.0,1.0
2020-01-01,-0.020037941202821985,-0.020037941202821985,0.0,0,False,0.0,1.7347629535551308,-0.029827492315068538,0.0,1.0
2020-02-01,-0.052030788107172765,-0.052030788107172765,0.0,0,False,0.0,1.6906561190829599,-0.054494400331645765,0.0,1.0
2020-03-01,-0.20699039331096003,-0.20699039331096003,0.0,0,False,0.0,1.5598829418582807,-0.1276297765661838,0.0,1.0
2020-04-01,0.12461267295320355,0.12461267295320355,0.0,0,False,0.0,1.2370021582039772,-0.30820203222751985,0.0,1.0
2020-05-01,0.09404763583988052,0.09404763583988052,0.0,0,False,0.0,1.3911483035866565,-0.22199523831979684,0.0,1.0
2020-06-01,0.024396323504131567,0.024396323504131567,0.0,0,False,0.0,1.5219825126416424,-0.1488257298116038,0.0,1.0
2020-07-01,0.05818041466341106,0.05818041466341106,0.0,0,False,0.0,1.5591132903876788,-0.1280602069576947,0.0,1.0
2020-08-01,0.055718986639178514,0.055718986639178514,0.0,0,False,0.0,1.6307214015745877,-0.08801310965347098,0.0,1.0
2020-09-01,-0.02883387661293957,-0.02883387661293957,0.0,0,False,0.0,1.721583545561145,-0.03719812429514657,0.0,1.0
2020-10-01,-0.016235766635989468,-0.016235766635989468,0.0,0,False,0.0,1.6719436180295684,-0.06495943478192678,0.0,1.0
2020-11-01,0.1264114504036835,0.1264114504036835,0.0,0,False,0.0,1.62460961749542,-0.09143114718670475,0.0,1.0
2020-12-01,0.02802482720756716,0.02802482720756716,0.0,0,False,0.0,1.8299788755827897,0.0,0.0,1.0
2021-01-01,0.020645059091757734,0.020645059091757734,0.0,0,False,0.0,1.8622063838417473,-0.0150492793846283,0.0,1.0
2021-02-01,0.03340868098013283,0.03340868098013283,0.0,0,False,0.0,1.900651744677209,-0.02418546989500181,0.0,1.0
2021-03-01,0.01789037918764369,0.01789037918764369,0.0,0,False,0.0,1.9641500124694629,-0.016426359411023106,0.0,1.0
2021-04-01,0.032515012847076585,0.032515012847076585,0.0,0,False,0.0,1.999289400973956,0.0,0.0,1.0
2021-05-01,0.015017770637313577,0.015017770637313577,0.0,0,False,0.0,2.054911489943293,-0.010491156584062855,0.0,1.0
2021-06-01,0.011645996305380324,0.011645996305380324,0.0,0,False,0.0,2.0857716793792416,0.0,0.0,1.0
2021-07-01,0.003210735586481217,0.003210735586481217,0.0,0,False,0.0,2.110062568651159,-9.939369843914303e-05,0.0,1.0
2021-08-01,0.02683233752464753,0.02683233752464753,0.0,0,False,0.0,2.1152013890221295,-0.005698904587716713,0.0,1.0
2021-09-01,-0.03806196987387944,-0.03806196987387944,0.0,0,False,0.0,2.171957186624974,0.0,0.0,1.0
2021-10-01,0.04959944465956312,0.04959944465956312,0.0,0,False,0.0,2.089288217620297,-0.04277277921279832,0.0,1.0
2021-11-01,-0.04236794066767979,-0.04236794066767979,0.0,0,False,0.0,2.192915752948031,0.0,0.0,1.0
2021-12-01,0.05512086069582245,0.05512086069582245,0.0,0,False,0.0,2.1000064284379087,-0.05539529008050992,0.0,1.0
2022-01-01,-0.043709386025482244,-0.043709386025482244,0.0,0,False,0.0,2.1384164042301808,-0.03811808390154492,0.0,1.0
2022-02-01,-0.051427299703263984,-0.051427299703263984,0.0,0,False,0.0,2.04494753613446,-0.08016135188322282,0.0,1.0
2022-03-01,0.04275568374370575,0.04275568374370575,0.0,0,False,0.0,1.939781406316222,-0.1274661697185695,0.0,1.0
2022-04-01,-0.08387116128838723,-0.08387116128838723,0.0,0,False,0.0,2.0227180866565995,-0.09016038921537228,0.0,1.0
2022-05-01,-0.005781880022441954,-0.005781880022441954,0.0,0,False,0.0,1.8471175719686543,-0.16914732515628006,0.0,1.0
2022-06-01,-0.06854214950798232,-0.06854214950798232,0.0,0,False,0.0,1.8364377597801878,-0.1739512156385512,0.0,1.0
2022-07-01,0.06067349512617737,0.06067349512617737,0.0,0,False,0.0,1.71056436828723,-0.2305703749171406,0.0,1.0
2022-08-01,-0.041720840195313635,-0.041720840195313635,0.0,0,False,0.0,1.814350287149518,-0.1838863903097392,0.0,1.0
2022-09-01,-0.06955824951121481,-0.06955824951121481,0.0,0,False,0.0,1.7386540687610317,-0.21793533580084712,0.0,1.0
2022-10-01,0.04020768758124493,0.04020768758124493,0.0,0,False,0.0,1.578688748951142,-0.28988939864083474,0.0,1.0
2022-11-01,0.08313483980733749,0.08313483980733749,0.0,0,False,0.0,1.6421641729569962,-0.2613374934332554,0.0,1.0
2022-12-01,-0.046024030813954786,-0.046024030813954786,0.0,0,False,0.0,1.7786852284131258,-0.19992890427814225,0.0,1.0
2023-01-01,0.08754638218923949,0.08754638218923949,0.0,0,False,0.0,1.6958391851041619,-0.23719391530291933,0.0,1.0
2023-02-01,-0.04030280413690157,-0.04030280413690157,0.0,0,False,0.0,1.8443037705347782,-0.17041300227575185,0.0,1.0
2023-03-01,0.027885790467725657,0.027885790467725657,0.0,0,False,0.0,1.7699731569019654,-0.2038476845595527,0.0,1.0
2023-04-01,0.008322524859490033,0.008322524859490033,0.0,0,False,0.0,1.8108746585835136,-0.18544976414941872,0.0,1.0
2023-05-01,0.0013935041269159676,0.0013935041269159676,0.0,0,False,0.0,1.8259457079469952,-0.17867064956224887,0.0,1.0
2023-06-01,0.041425818882466325,0.041425818882466325,0.0,0,False,0.0,1.828490170826543,-0.17752612372285703,0.0,1.0
2023-07-01,0.027649295919416117,0.027649295919416117,0.0,0,False,0.0,1.8981693081434197,-0.1461837238133442,0.0,1.0
2023-08-01,-0.019103820764152957,-0.019103820764152957,0.0,0,False,0.0,1.9506523530494304,-0.12257630493224547,0.0,1.0
2023-09-01,-0.05496074232690917,-0.05496074232690917,0.0,0,False,0.0,1.9133874401236008,-0.1393384499370407,0.0,1.0
2023-10-01,-0.014350453172205624,-0.014350453172205624,0.0,0,False,0.0,1.817981458863231,-0.182253051546176,0.0,1.0
2023-11-01,0.08877941981390247,0.08877941981390247,0.0,0,False,0.0,1.791892601069876,-0.19398809083667679,0.0,1.0
2023-12-01,0.025638447617132742,0.025638447617132742,0.0,0,False,0.0,1.9509757865616832,-0.12243082117806137,0.0,1.0
2024-01-01,0.020292128222723305,0.020292128222723305,0.0,0,False,0.0,2.018061420887451,-0.09225500585963198,0.0,1.0
2024-02-01,0.04208301306687168,0.04208301306687168,0.0,0,False,0.0,2.0590121820014287,-0.07383492804500125,0.0,1.0
2024-03-01,0.016134980638023322,0.016134980638023322,0.0,0,False,0.0,2.1456616185614426,-0.03485911121983898,0.0,1.0
2024-04-01,-0.035114780872879,-0.035114780872879,0.0,0,False,0.0,2.18028182723268,-0.019286581666406954,0.0,1.0
2024-05-01,0.04899379349257105,0.04899379349257105,0.0,0,False,0.0,2.1037217086282842,-0.05372411845028324,0.0,1.0
2024-06-01,0.011026445540116558,0.011026445540116558,0.0,0,False,0.0,2.204614888184463,-0.009862283429587504,0.0,1.0
2024-07-01,0.0,0.0,0.0,0,False,0.0,2.2289239541859605,-0.006431151440401517,0.0,1.0
2024-08-01,0.021723709877637942,0.021723709877637942,0.0,0,False,0.0,2.228923954185961,-0.038123667377398585,0.0,1.0
2024-09-01,0.03219647661199332,0.03219647661199332,0.0,0,False,0.0,2.3229980632649214,0.0,0.0,1.0
2024-10-01,-0.01160248864973934,-0.01160248864973934,0.0,0,False,0.0,2.3977904160785357,-0.008502834278092952,0.0,1.0
2024-11-01,0.0394692072133378,0.0394692072133378,0.0,0,False,0.0,2.369970079991532,-0.02593421161653775,0.0,1.0
2024-12-01,-0.04058919803600658,-0.04058919803600658,0.0,0,False,0.0,2.458269407572026,0.0,0.0,1.0
2025-01-01,0.0245649948822928,0.0245649948822928,0.0,0,False,0.0,2.320586898319814,-0.06268112037363716,0.0,1.0
2025-02-01,-0.006909756909756926,-0.006909756909756926,0.0,0,False,0.0,2.3963959039541103,-0.03206075779287143,0.0,1.0
2025-03-01,-0.024813479755218415,-0.024813479755218415,0.0,0,False,0.0,2.4053734110868055,-0.028434611780607022,0.0,1.0
2025-04-01,0.005931402045903811,0.005931402045903811,0.0,0,False,0.0,2.3456877266470624,-0.05254252987205987,0.0,1.0
2025-05-01,0.06127157750811829,0.06127157750811829,0.0,0,False,0.0,2.3596009436279486,-0.04692277869533601,0.0,1.0
2025-06-01,0.03494645301554078,0.03494645301554078,0.0,0,False,0.0,2.4876428680172618,-0.004759599870926112,0.0,1.0
2025-07-01,-0.0009336341710106666,-0.0009336341710106666,0.0,0,False,0.0,2.5745771626238727,0.0,0.0,1.0
2025-08-01,0.03426524413986454,0.03426524413986454,0.0,0,False,0.0,2.572173449408943,-0.027565316168118525,0.0,1.0
2025-09-01,0.0429184549356223,0.0429184549356223,0.0,0,False,0.0,2.679539306342453,-0.005501449706341588,0.0,1.0
2025-10-01,0.01624431448992847,0.01624431448992847,0.0,0,False,0.0,2.79454099330994,0.0,0.0,1.0
2025-11-01,-0.0038363171355497716,-0.0038363171355497716,0.0,0,False,0.0,2.8365065211857954,-0.00839328537170203,0.0,1.0
2025-12-01,0.013407502496077583,0.013407502496077583,0.0,0,False,0.0,2.8256247826134704,-0.012197403202757195,0.0,1.0
2026-01-01,0.02850105559465166,0.02850105559465166,0.0,0,False,0.0,2.743378575198805,-0.04504363498071551,0.0,1.0
2026-02-01,0.00547382825863818,0.00547382825863818,0.0,0,False,0.0,2.8080535803143274,-0.02253058907772809,0.0,1.0
2026-03-01,-0.04940455937393662,-0.04940455937393662,0.0,0,False,0.0,2.8405244017356823,-0.01122765849641727,0.0,1.0
2026-04-01,0.08411482568544626,0.08411482568544626,0.0,0,False,0.0,2.7001895452770155,-0.060077520349537505,0.0,1.0
2026-05-01,0.04727945060750138,0.04727945060750138,0.0,0,False,0.0,2.9273155181956554,0.0,0.0,1.0
2026-06-01,-0.01563682219419915,-0.01563682219419915,0.0,0,False,0.0,3.06571738765076,0.0,0.0,1.0
2026-07-01,0.0,0.0,0.0,0,False,0.0,3.0177793099624006,-0.020269846250391965,0.0,1.0
