date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_dbc.us,w_efa.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_shy.us,w_spy.us,w_vt.us,w_vwo.us,w_xlk.us
2019-10-01,0.028720424551138258,0.028320424551138257,0.1,2,True,0.0004,2.921778623371547,-0.01130304707839247,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4
2019-11-01,0.005821160216965926,0.003821160216965926,0.5,2,True,0.002,2.999681959187461,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2019-12-01,0.059698955931126355,0.057298955931126355,0.6,4,True,0.0024000000000000002,3.042776212272931,-0.00417116415037877,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2020-01-01,-0.021902392770811616,-0.023902392770811617,0.5,2,True,0.002,3.0626245212582845,-0.03831251487626919,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2020-02-01,-0.01349878450469828,-0.01549878450469828,0.5,2,True,0.002,2.9608556128848216,-0.07026872918792537,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2020-03-01,-0.04955589061601581,-0.05195589061601581,0.6,4,True,0.0024000000000000002,2.844926127493545,-0.106671472809863,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-04-01,0.07100947957398836,0.07100947957398836,0.0,0,False,0.0,2.6974538156380086,-0.152978904794854,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-05-01,0.05743117755982137,0.05543117755982137,0.5,2,True,0.002,2.8832206100468083,-0.09464671288087512,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4
2020-06-01,0.04070329909421566,0.03870329909421566,0.5,2,True,0.002,3.042709750116851,-0.044565905078980395,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4
2020-07-01,0.08375247994716431,0.08175247994716431,0.5,2,True,0.002,3.160224958982477,-0.007951752145379132,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4
2020-08-01,0.0648502426599036,0.0648502426599036,0.0,0,False,0.0,3.3791180331346458,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4
2020-09-01,-0.048184252858417986,-0.05018425285841799,0.5,2,True,0.002,3.5910581482447657,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4
2020-10-01,-0.01481122494722591,-0.01681122494722591,0.5,2,True,0.002,3.4111896430116566,-0.05909076863288398,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4
2020-11-01,0.060579393093048675,0.058179393093048676,0.6,4,True,0.0024000000000000002,3.3320990912634,-0.08090633388775281,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2020-12-01,0.026957134812114193,0.024957134812114194,0.5,2,True,0.002,3.518423190144541,-0.02951251442579983,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2021-01-01,0.041597728924068655,0.039597728924068654,0.5,2,True,0.002,3.5244226653392343,-0.032391589617558836,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2021-02-01,0.011463222746253998,0.009463222746253998,0.5,2,True,0.002,3.6563612055324937,-0.021311864531135205,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2021-03-01,0.005401658202116489,0.005401658202116489,0.0,0,False,0.0,3.6982748884722763,-0.012082109998889368,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2021-04-01,0.01590959641584091,0.01590959641584091,0.0,0,False,0.0,3.718251705357272,-0.006745715225347726,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2021-05-01,-0.004003285385363564,-0.004003285385363564,0.0,0,False,0.0,3.7811104925795678,-0.010594546564964613,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2021-06-01,0.032358597180483395,0.032358597180483395,0.0,0,False,0.0,3.7659736282041796,-0.014555418956899935,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2021-07-01,0.02337114192456302,0.02137114192456302,0.5,2,True,0.002,3.8800595813279015,-0.0011504983665470148,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2021-08-01,0.014799970310986277,0.012799970310986277,0.5,2,True,0.002,3.9813545521333076,-0.006122715841937465,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4
2021-09-01,-0.0392649815336622,-0.041264981533662204,0.5,2,True,0.002,4.024133528491107,-0.005167771355412798,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2021-10-01,0.0286234591715812,0.0262234591715812,0.6,4,True,0.0024000000000000002,3.856847297406379,-0.04652368882517299,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2021-11-01,0.002292043723507931,0.002292043723507931,0.0,0,False,0.0,3.967243608554715,-0.01923189856119023,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2021-12-01,0.02260907485258995,0.020609074852589948,0.5,2,True,0.002,3.9683840309585947,-0.02086487842291518,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2022-01-01,-0.02504686555694724,-0.02704686555694724,0.5,2,True,0.002,3.9572760472723054,-0.03351624881152393,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2022-02-01,-0.018723207170061727,-0.018723207170061727,0.0,0,False,0.0,3.85044236877226,-0.05960819011573448,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2022-03-01,-0.0023330633366716036,-0.004333063336671604,0.5,2,True,0.002,3.770793039128143,-0.07906091011164051,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2022-04-01,-0.03253402051797895,-0.03453402051797895,0.5,2,True,0.002,3.7544715490580987,-0.08304710029889184,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2022-05-01,-0.004628562950215787,-0.004628562950215787,0.0,0,False,0.0,3.6061639676692496,-0.11926819427316371,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2022-06-01,-0.04362652269634154,-0.04362652269634154,0.0,0,False,0.0,3.5894726107360926,-0.12334471687822757,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4
2022-07-01,0.0005421452997754761,-0.001457854700224524,0.5,3,True,0.002,3.4260106496110887,-0.16326695820723824,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2022-08-01,-0.026703423929547554,-0.028703423929547556,0.5,2,True,0.002,3.421012309091393,-0.1644877006668204,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,-0.005174537737229867,-0.007174537737229867,0.5,2,True,0.002,3.3230002479992597,-0.18842514231467644,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2022-10-01,-0.002215320528226039,-0.002215320528226039,0.0,0,False,0.0,3.304388722972654,-0.19297062671055298,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2022-11-01,0.004023273087397916,0.004023273087397916,0.0,0,False,0.0,3.2970684428014145,-0.19475845544808235,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2022-12-01,-0.011435738527371953,-0.013435738527371953,0.5,2,True,0.002,3.303712782635576,-0.19313571131540608,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.04715822309855877,0.04315822309855877,1.0,4,True,0.004,3.251795206812839,-0.20581551753422112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2023-02-01,-0.03725903470454994,-0.039259034704549944,0.5,2,True,0.002,3.3847404672553876,-0.17334635630302286,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2023-03-01,0.04900346196252614,0.04500346196252614,1.0,4,True,0.004,3.2455937915011432,-0.2073300864097628,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2023-04-01,0.00856761554089398,0.006167615540893979,0.6,4,True,0.0024000000000000002,3.393206247071936,-0.17127876270174425,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2023-05-01,0.008417788446047549,0.0064177884460475485,0.5,2,True,0.002,3.40723633767384,-0.16785219997716783,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2023-06-01,-0.017719935734660373,-0.019719935734660375,0.5,2,True,0.002,3.429045896885364,-0.16252566112905031,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2023-07-01,0.009687449497420743,0.006087449497420743,0.9,5,True,0.0036,3.3796733799602987,-0.1745838887566743,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2023-08-01,-0.005702749359229153,-0.007702749359229153,0.5,2,True,0.002,3.3933288472729477,-0.1712488201097302,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2023-09-01,-0.030345806626057306,-0.030345806626057306,0.0,0,False,0.0,3.373977543363509,-0.17597498036980963,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2023-10-01,0.004353076777897236,0.004353076777897236,0.0,0,False,0.0,3.26423567284045,-0.20277718810527323,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2023-11-01,0.05672297105396122,0.05672297105396122,0.0,0,False,0.0,3.2784451413454736,-0.19930681599600475,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2023-12-01,0.024726021417371367,0.022726021417371366,0.5,2,True,0.002,3.4574794736196135,-0.15558134145724856,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2024-01-01,0.048203422909976236,0.048203422909976236,0.0,0,False,0.0,3.592718415241323,-0.12255199550211782,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2024-02-01,0.01373979073626902,0.01173979073626902,0.5,2,True,0.002,3.758367940926846,-0.0820954862632719,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2024-03-01,-0.0030830050567426047,-0.005083005056742605,0.5,2,True,0.002,3.8023871156851916,-0.07134470298799545,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2024-04-01,-0.04358601935210285,-0.04558601935210285,0.5,2,True,0.002,3.783083008305883,-0.0760593364607246,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.4
2024-05-01,0.040828150867447156,0.038828150867447155,0.5,2,True,0.002,3.6109570921370597,-0.1180975716377386,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2024-06-01,0.05520769390479716,0.05320769390479716,0.5,2,True,0.002,3.758010074642701,-0.08218288778507443,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2024-07-01,-0.025254669389965324,-0.027254669389965326,0.5,2,True,0.002,3.9496350818811607,-0.03538239835624035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2024-08-01,0.009220593331238525,0.007220593331238525,0.5,2,True,0.002,3.842188576969891,-0.06162400997954731,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2024-09-01,0.03933862751193158,0.03933862751193158,0.0,0,False,0.0,4.000588085535771,-0.02293816916470548,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.4
2024-10-01,-0.009866374722691938,-0.011866374722691938,0.5,2,True,0.002,4.149649798601212,-0.018326305345308325,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.4
2024-11-01,-0.008803344556778094,-0.012403344556778093,0.9,5,True,0.0036,4.093916450644879,-0.03691035394657294,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2024-12-01,-0.01412706225949889,-0.016127062259498892,0.5,2,True,0.002,4.075147178342862,-0.041325806004756216,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2025-01-01,-0.005108196039524793,-0.008708196039524793,0.9,5,True,0.0036,3.98223705401152,-0.0631828174596325,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2025-02-01,0.00937194549622209,0.007771945496222091,0.4,3,True,0.0016,3.9795823055796733,-0.06380734430535884,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2025-03-01,0.026781631921670226,0.024781631921670225,0.5,2,True,0.002,4.0063505160798965,-0.05751015024022765,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2025-04-01,0.012803518827183159,0.01240351882718316,0.1,2,True,0.0004,4.103777658778161,-0.03459051484745168,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,0.017928681392828837,0.017928681392828837,0.0,0,False,0.0,4.1563204532949,-0.022229876328359932,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,9.420903846462086e-05,-0.0019057909615353792,0.5,2,True,0.002,4.198041235560945,-0.012415105091553746,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0
2025-07-01,0.0035749713678418287,0.0011749713678418285,0.6,4,True,0.0024000000000000002,4.1799837598779295,-0.016663107725177206,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2025-08-01,0.03721569467844388,0.035215694678443876,0.5,2,True,0.002,4.186537227973262,-0.023636814777606374,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1
2025-09-01,0.07681570531714924,0.07481570531714923,0.5,2,True,0.002,4.321738545346418,-0.000821402061251697,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2025-10-01,0.02590158996143275,0.02590158996143275,0.0,0,False,0.0,4.644408508023708,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
2025-11-01,0.015209866007739617,0.013209866007739617,0.5,2,True,0.002,4.7537610887966855,-0.03323357773022173,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1
2025-12-01,0.011841074582137946,0.011841074582137946,0.0,0,False,0.0,4.816413027674107,-0.02049213160674357,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1
2026-01-01,0.052605476524508754,0.05060547652450875,0.5,2,True,0.002,4.692004588453907,-0.06112602125982247,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2026-02-01,0.06394425897730888,0.06394425897730888,0.0,0,False,0.0,4.991913852303756,-0.0514515805841983,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2026-03-01,-0.06865689194617536,-0.06865689194617536,0.0,0,False,0.0,5.329766165690289,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2026-04-01,0.006356024994383005,0.004356024994383005,0.5,2,True,0.002,4.953913303982199,-0.07051957816228338,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2026-05-01,0.008831693269287254,0.007231693269287254,0.4,2,True,0.0016,4.977423859961099,-0.06610839852550199,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
2026-06-01,-0.05455289935032029,-0.05655289935032029,0.5,2,True,0.002,5.011340174881979,-0.05974483324580704,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1
2026-07-01,0.0,-0.0036,0.9,5,True,0.0036,4.720900393372064,-0.11423874019797031,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.4
2026-08-01,0.0,-0.002,0.5,3,True,0.002,4.672190890532837,-0.1233778846416399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
