date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_efa.us,w_ief.us,w_lqd.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vwo.us
2006-02-01,0.0,0.0,0.0,0,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,-0.0008220744870970353,-0.0028220744870970354,0.5,2,True,0.002,0.998,-0.0020000000000000018,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-04-01,-0.000596916687780169,-0.000596916687780169,0.0,0,False,0.0,0.9990666966352687,-0.0009333033647312972,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-05-01,6.893081414183211e-05,6.893081414183211e-05,0.0,0,False,0.0,0.998470337051842,-0.0019595076341729634,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-06-01,-0.001222664084414793,-0.001222664084414793,0.0,0,False,0.0,0.9985391624250717,-0.0018907118904873954,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-07-01,0.0018861641225329517,0.0018861641225329517,0.0,0,False,0.0,0.9991351490782251,-0.001294981811501783,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-08-01,0.007506341058806543,0.005506341058806543,0.5,2,True,0.002,0.9990176425860784,-0.0035001318602624343,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,-0.0011610771223150573,-0.0031610771223150574,0.5,2,True,0.002,1.0045035765156243,-0.0031559237095865056,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.014259416182099693,0.012259416182099693,0.5,2,True,0.002,1.0019303626590972,-0.005709516399425518,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2006-11-01,0.03359359148444696,0.03159359148444696,0.5,2,True,0.002,1.0121565003362114,-0.00892391319896435,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2006-12-01,0.017827958011429557,0.017827958011429557,0.0,0,False,0.0,1.0461584723268338,-0.0034460769837044714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-01-01,-0.0015642114989423694,-0.0035642114989423695,0.5,2,True,0.002,1.0496745844975839,-0.012519771693241033,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2007-02-01,0.008163871552965718,0.006163871552965718,0.5,2,True,0.002,1.0438447328872815,-0.018004198280449746,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2007-03-01,-0.005463446969202701,-0.005463446969202701,0.0,0,False,0.0,1.0523665472078134,-0.009987310689659523,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2007-04-01,-0.0005590552581986596,-0.0025590552581986597,0.5,2,True,0.002,1.0486994418504272,-0.01343713608223096,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2007-05-01,0.041490316146870376,0.039490316146870375,0.5,2,True,0.002,1.0439249007221814,-0.017928780476609507,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-06-01,0.0010560279589422183,-0.0009439720410577817,0.5,2,True,0.002,1.0850631995369613,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2007-07-01,0.0017588543418712854,0.0017588543418712854,0.0,0,False,0.0,1.0878453554470546,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2007-08-01,0.009759073340734892,0.007759073340734892,0.5,2,True,0.002,1.0875791995398194,-0.004373087572726586,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.06229818745425586,0.06029818745425586,0.5,2,True,0.002,1.1013843584375187,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-10-01,0.02508709467478276,0.02508709467478276,0.0,0,False,0.0,1.1676586104433273,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-11-01,-0.024940822506403726,-0.024940822506403726,0.0,0,False,0.0,1.196951772551344,-0.01827694428556781,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-12-01,0.0,-0.002,0.5,2,True,0.002,1.1658654217311955,-0.04377353321923605,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.013130649160060903,0.013130649160060903,0.0,0,False,0.0,1.1385344116609626,-0.06619004434124953,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0017542956885355787,0.0017542956885355787,0.0,0,False,0.0,1.153484107577139,-0.053928513431322544,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0018277773579610246,0.0018277773579610246,0.0,0,False,0.0,1.1587753334099284,-0.04958872421661675,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,-0.009381894744767583,-0.009381894744767583,0.0,0,False,0.0,1.160893316727299,-0.04785158400598888,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,-0.0011658544237329038,-0.003165854423732904,0.5,2,True,0.002,1.1477019339442198,-0.05867097114578923,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2008-06-01,-0.0011880070883098504,-0.0031880070883098504,0.5,2,True,0.002,1.149598399562671,-0.057115516644865805,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2008-07-01,-0.0005275698615363478,-0.002527569861536348,0.5,2,True,0.002,1.143644330771894,-0.06199896035685115,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2008-08-01,0.01692770984387182,0.012927709843871819,1.0,4,True,0.004,1.1384688145766995,-0.06624384614971457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.005853988941416699,0.003853988941416699,0.5,2,True,0.002,1.1553415604846928,-0.05240505660869499,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2008-10-01,-0.013143514343408547,-0.015143514343408547,0.5,2,True,0.002,1.1574611459541855,-0.050666602335368016,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2008-11-01,0.04719620917143863,0.04519620917143863,0.5,2,True,0.002,1.144202308863591,-0.06154131455209588,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2008-12-01,0.04121629448414377,0.037216294484143764,1.0,4,True,0.004,1.19102468007952,-0.023138262399110876,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2009-01-01,-0.05585542045783776,-0.05785542045783776,0.5,2,True,0.002,1.2409488871522734,-0.03715449491037137,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2009-02-01,-0.008041777327458588,-0.012041777327458588,1.0,4,True,0.004,1.1665639680749869,-0.09486934982625528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.022508905287974112,0.022508905287974112,0.0,0,False,0.0,1.1441437472526712,-0.11226507745482972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.1535018074934964,0.1495018074934964,1.0,4,True,0.004,1.1652175818134283,-0.09591400361778335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-05-01,0.20315833150277052,0.20315833150277052,0.0,0,False,0.0,1.344080586744991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-06-01,-0.00900074970924214,-0.01100074970924214,0.5,2,True,0.002,1.6139074726410618,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2009-07-01,0.0802427248050096,0.0802427248050096,0.0,0,False,0.0,1.5993810954259442,-0.009000749709242029,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2009-08-01,-0.05838763926844648,-0.06038763926844648,0.5,2,True,0.002,1.7063956503240083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-09-01,0.035831045832271036,0.03183104583227103,1.0,4,True,0.004,1.5971355113296748,-0.06402978053395025,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2009-10-01,0.020146734713303527,0.016146734713303527,1.0,4,True,0.004,1.6477450968483305,-0.050796477448296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-11-01,0.07822385868960602,0.07822385868960602,0.0,0,False,0.0,1.649373863794027,-0.09110370917020683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-12-01,0.026300899329663396,0.026300899329663396,0.0,0,False,0.0,1.7783942518417801,-0.020006334152830152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-01-01,-0.036871752034531635,-0.03887175203453164,0.5,2,True,0.002,1.665237814755851,-0.08236179412982869,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2010-02-01,0.005931888730263846,0.003931888730263846,0.5,2,True,0.002,1.597428644006077,-0.11972840041092003,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
2010-03-01,0.08972240352168415,0.08772240352168414,0.5,2,True,0.002,1.6036906041509036,-0.11627771377528673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-04-01,-0.0033256868430731057,-0.005325686843073106,0.5,2,True,0.002,1.7440824245011437,-0.03891405015710858,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2010-05-01,-0.06247916879577309,-0.06447916879577309,0.5,2,True,0.002,1.736449584865322,-0.043120167269658616,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2010-06-01,0.03752229840709154,0.03352229840709153,1.0,4,True,0.004,1.618202935859553,-0.10828061575474335,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2010-07-01,-0.01212549521710421,-0.01212549521710421,0.0,0,False,0.0,1.6789216293021074,-0.07482125492370462,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2010-08-01,-0.018635468847526426,-0.022635468847526426,1.0,4,True,0.004,1.6776541936631484,-0.07551968211259286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-09-01,-0.0038671854137790618,-0.007867185413779062,1.0,4,True,0.004,1.6332455408757542,-0.0999913077914214,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2010-10-01,0.02588807843861418,0.02188807843861418,1.0,4,True,0.004,1.620421759632788,-0.10705792104509204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-11-01,-0.009624178025519292,-0.009624178025519292,0.0,0,False,0.0,1.662371365249799,-0.0839413664639681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-12-01,0.024546127202419,0.020546127202419,1.0,4,True,0.004,1.6397869176569644,-0.09638664712359335,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2011-01-01,0.014116861394985414,0.014116861394985414,0.0,0,False,0.0,1.6699925929635917,-0.07974164816316898,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2011-02-01,0.0009946087151777583,0.0009946087151777583,0.0,0,False,0.0,1.6935676469291112,-0.0667504885627106,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2011-03-01,0.010246858641376644,0.008246858641376644,0.5,2,True,0.002,1.6918615799023495,-0.067690625924269,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2011-04-01,0.019027083498993735,0.017027083498993734,0.5,2,True,0.002,1.7057794506596802,-0.06002110879096856,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2011-05-01,-0.05057142317565444,-0.05457142317565444,1.0,4,True,0.004,1.737592408272192,-0.04249040831786566,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2011-06-01,-0.02669684879045603,-0.03069684879045603,1.0,4,True,0.004,1.6365485237065573,-0.09817118143347991,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2011-07-01,-0.04579002424278389,-0.04979002424278389,1.0,4,True,0.004,1.5864864038899962,-0.12575818036147512,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2011-08-01,0.07986072301670177,0.07586072301670177,1.0,4,True,0.004,1.5077857883830468,-0.16912657553887112,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2011-09-01,0.08122934297953799,0.08122934297953799,0.0,0,False,0.0,1.6281986515976243,-0.10277242312604262,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2011-10-01,-0.021125454664490062,-0.021125454664490062,0.0,0,False,0.0,1.728319633681891,-0.04760022035977518,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2011-11-01,0.002863891543754604,0.0008638915437546042,0.5,2,True,0.002,1.688424479423566,-0.06958465852958118,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2011-12-01,0.019145733463217462,0.01714573346321746,0.5,2,True,0.002,1.6898734241244304,-0.06878620980116268,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2012-01-01,0.013382474005490752,0.011382474005490752,0.5,2,True,0.002,1.72686537566988,-0.048401597016724085,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2012-02-01,0.041091812337777034,0.03709181233777703,1.0,4,True,0.004,1.7394892558315926,-0.04144514032323232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-03-01,0.03422182897380588,0.03022182897380588,1.0,4,True,0.004,1.8037241498082202,-0.0060481583782748816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-04-01,-0.00777107413711664,-0.00777107413711664,0.0,0,False,0.0,1.8517356831511964,-0.005908182207625345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-05-01,0.08060932928767783,0.07660932928767783,1.0,4,True,0.004,1.8299963250435833,-0.017578810049100002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2012-06-01,-0.01904867019630424,-0.01904867019630424,0.0,0,False,0.0,1.977511101404262,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2012-07-01,0.007672257375222369,0.0036722573752223688,1.0,4,True,0.004,1.9259232961158885,-0.02608723928363288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-08-01,-0.005245616210756754,-0.009245616210756754,1.0,4,True,0.004,1.9252049307176027,-0.026450506725102962,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2012-09-01,0.022510297013541125,0.020510297013541123,0.5,2,True,0.002,1.9184080889783346,-0.02988757554076804,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2012-10-01,-0.0014850285836539578,-0.005485028583653958,1.0,4,True,0.004,1.9498381654414891,-0.013993820789740097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012-11-01,0.016773208204254653,0.012773208204254653,1.0,4,True,0.004,1.93915482963218,-0.019396235876928514,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2012-12-01,0.04767191370738921,0.04767191370738921,0.0,0,False,0.0,1.9694238391970555,-0.004089616589997069,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2013-01-01,-0.013407743000755645,-0.017407743000755645,1.0,4,True,0.004,1.972986732065745,-0.029151456613978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013-02-01,-0.010246061778816595,-0.014246061778816595,1.0,4,True,0.004,1.9309923100890876,-0.04981567231485551,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2013-03-01,0.01317691622176076,0.00917691622176076,1.0,4,True,0.004,1.9035624146111527,-0.06331311435903064,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2013-04-01,0.015398821793889739,0.013398821793889739,0.5,2,True,0.002,1.924788206077233,-0.05286852880143611,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2013-05-01,-0.01822449634733575,-0.02222449634733575,1.0,4,True,0.004,1.9466099659469827,-0.04213068478082049,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2013-06-01,-0.006827005093033467,-0.010827005093033467,1.0,4,True,0.004,1.9010565114553142,-0.06454619534694228,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2013-07-01,0.029161736626090118,0.029161736626090118,0.0,0,False,0.0,1.8805256770135859,-0.07464881306266413,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2013-08-01,-0.01877702889297489,-0.01877702889297489,0.0,0,False,0.0,1.9353650715252557,-0.04766396546255769,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2013-09-01,0.033504290120338065,0.03150429012033806,0.5,2,True,0.002,1.8957319503423284,-0.06716625473036231,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2013-10-01,0.02168027398603145,0.01968027398603145,0.5,2,True,0.002,1.951417952171018,-0.039764816654917046,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2013-11-01,0.024391090862369458,0.020391090862369458,1.0,4,True,0.004,1.985750327123205,-0.023451503608552082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-12-01,0.009085809039462378,0.007085809039462378,0.5,2,True,0.002,2.039742788461293,-0.0005743747761628448,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2014-01-01,-0.012276574804444107,-0.014276574804444107,0.5,2,True,0.002,2.0465151197307043,-0.005976521136436097,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2014-02-01,0.0037195545978244704,0.0017195545978244704,0.5,2,True,0.002,2.0329735363518737,-0.012670322078835117,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.02216753630435786,0.01816753630435786,1.0,4,True,0.004,2.0336171582954856,-0.01235774199113282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-04-01,0.0,-0.004,1.0,4,True,0.004,2.0621011201163633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-01,0.015588563278113532,0.011588563278113532,1.0,4,True,0.004,2.0538527156358968,-0.022390071249688726,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2014-06-01,0.035837687765963855,0.03183768776596385,1.0,4,True,0.004,2.082043830035041,-0.008971429723289792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-07-01,0.01057186998911508,0.01057186998911508,0.0,0,False,0.0,2.1480328288639647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-08-01,0.02222459643576269,0.020224596435762687,0.5,2,True,0.002,2.16640006955774,-0.02769217619430453,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2014-09-01,-0.09125442289604524,-0.09325442289604524,0.5,2,True,0.002,2.217405630095065,-0.004800233812600085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-10-01,0.007852077372652033,0.003852077372652033,1.0,4,True,0.004,2.002983334100804,-0.11438264561278644,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2014-11-01,0.01525237619772346,0.01325237619772346,0.5,2,True,0.002,2.0190860043246124,-0.10726286385555017,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2014-12-01,0.029364291483122806,0.027364291483122805,0.5,2,True,0.002,2.0416905357110315,-0.09726828979056412,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2015-01-01,0.05915931710983946,0.05915931710983946,0.0,0,False,0.0,2.077295684138026,-0.08152550410900727,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2015-02-01,-0.04449636754265579,-0.04649636754265579,0.5,2,True,0.002,2.2055064874492913,-0.024837207956330598,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2015-03-01,-0.011018425150632616,-0.015018425150632616,1.0,4,True,0.004,2.1275221721973048,-0.05931790571419171,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2015-04-01,-0.03825802302404041,-0.042258023024040414,1.0,4,True,0.004,2.0872812518431982,-0.07711039395679076,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2015-05-01,-0.02082153851980051,-0.02482153851980051,1.0,4,True,0.004,1.9993962936619234,-0.11596865245042565,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2015-06-01,-0.015526540811863887,-0.019526540811863887,1.0,4,True,0.004,1.949934723570226,-0.1378380430253161,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
2015-07-01,0.012329697239547355,0.008329697239547355,1.0,4,True,0.004,1.9119803465742262,-0.1546195380933727,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2015-08-01,-0.0037907845283405295,-0.0077907845283405296,1.0,4,True,0.004,1.9323901329182236,-0.1455953686567889,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2015-09-01,0.012341228653527825,0.010341228653527825,0.5,2,True,0.002,1.9135298696687086,-0.15393441779300154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,-0.0117250494133464,-0.0137250494133464,0.5,2,True,0.002,1.9332708889669938,-0.14520594312913082,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2015-11-01,0.004378854183238912,0.00037885418323891154,1.0,4,True,0.004,1.9180136054338608,-0.15195193788989847,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2015-12-01,-0.029472827991633754,-0.029472827991633754,0.0,0,False,0.0,1.9187066581041903,-0.15164550524919762,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
2016-01-01,0.002340379079572963,-0.0016596209204270372,1.0,4,True,0.004,1.875760048645489,-0.17063431159680043,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2016-02-01,0.004657401693068053,0.002657401693068053,0.5,2,True,0.002,1.8688841791926136,-0.1736744713476558,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.012787423359047811,0.010787423359047811,0.5,2,True,0.002,1.8738331468858676,-0.171486289548622,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2016-04-01,0.004394132272850015,0.0003941322728500153,1.0,4,True,0.004,1.8902034660607563,-0.16424816703840772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
